angle0, angle1, x, y, theta
172.0000000,170.0000000,191.2211838,1347.5950156,1.5563376
48.0000000,58.0000000,564.0888889,1016.8296296,0.4719496
177.0000000,56.0000000,414.2329897,1275.3010309,0.7155449
28.0000000,32.0000000,555.4182692,1038.1706731,0.3114215
64.0000000,6.0000000,582.2615012,927.7457627,0.0704088
152.0000000,65.0000000,449.6422287,1228.5425220,0.7105689
66.0000000,67.0000000,531.4176471,1095.1558824,0.5976364
64.0000000,151.0000000,400.0277778,1236.0648148,1.2367548
103.0000000,162.0000000,321.0275482,1287.5537190,1.4082951
1.0000000,86.0000000,550.7819149,995.2021277,0.6100056
107.0000000,101.0000000,452.2990354,1219.4951768,0.8889749
109.0000000,5.0000000,546.4773270,1033.8711217,0.1589493
54.0000000,123.0000000,471.8603774,1190.9962264,0.9665945
96.0000000,23.0000000,547.5317647,1039.0164706,0.2542145
155.0000000,79.0000000,413.1670702,1279.7021792,0.7929683
55.0000000,104.0000000,484.9470588,1156.7264706,0.8606063
162.0000000,13.0000000,475.7915567,1167.2321900,0.3746202
178.0000000,116.0000000,290.1160714,1343.2886905,1.1319205
107.0000000,168.0000000,270.0213333,1315.9146667,1.4630333
98.0000000,129.0000000,384.0225989,1266.7457627,1.1484724
96.0000000,174.0000000,281.8316583,1301.9974874,1.5043018
121.0000000,96.0000000,435.2357564,1248.2043222,0.9151134
127.0000000,77.0000000,458.5617647,1217.7441176,0.7595524
90.0000000,95.0000000,471.8750000,1197.1636905,0.8230375
130.0000000,181.0000000,229.5000000,1324.0000000,1.5700971
88.0000000,110.0000000,447.2003891,1223.1245136,0.9683710
57.0000000,41.0000000,561.1066667,997.9400000,0.3319837
78.0000000,31.0000000,547.7860781,1004.8913413,0.2817264
37.0000000,171.0000000,373.0231884,1227.6898551,1.3857716
162.0000000,88.0000000,383.5802048,1294.0511945,0.8988042
170.0000000,8.0000000,451.7565445,1196.3926702,0.4079523
43.0000000,153.0000000,405.4154303,1224.0326409,1.2288839
99.0000000,66.0000000,509.1788618,1148.7886179,0.6274981
10.0000000,40.0000000,576.8891509,904.3844340,0.2325279
28.0000000,122.0000000,500.1885714,1111.4628571,0.9156938
178.0000000,87.0000000,346.6328358,1322.1522388,0.9299799
45.0000000,62.0000000,548.4406332,1044.4643799,0.4978128
70.0000000,51.0000000,544.1284635,1052.9219144,0.4573405
122.0000000,2.0000000,549.1909385,1042.7216828,0.1420832
99.0000000,92.0000000,470.4146341,1185.9902439,0.8181427
113.0000000,48.0000000,512.3722222,1125.1166667,0.5146105
122.0000000,145.0000000,338.4129794,1298.1769912,1.2576456
160.0000000,6.0000000,472.7657431,1165.8539043,0.3587974
55.0000000,180.0000000,322.0079365,1258.5026455,1.5017750
44.0000000,177.0000000,332.8575668,1254.8041543,1.4822916
56.0000000,87.0000000,512.2587209,1123.2093023,0.7324532
162.0000000,56.0000000,435.3009119,1241.4498480,0.6724853
139.0000000,13.0000000,508.0024631,1120.9359606,0.3135589
124.0000000,102.0000000,431.9932127,1259.1063348,0.8917920
29.0000000,58.0000000,562.3979592,1006.5637755,0.4485561
135.0000000,179.0000000,216.0000000,1337.0000000,-1.5594811
169.0000000,43.0000000,418.4934726,1255.8511749,0.6472147
134.0000000,82.0000000,434.5266525,1249.0063966,0.8051773
147.0000000,120.0000000,350.6596737,1311.9020979,1.0992035
49.0000000,27.0000000,576.1262729,945.1018330,0.2087867
120.0000000,105.0000000,431.3218391,1262.7425287,0.8886435
181.0000000,174.0000000,136.9538462,1366.0953846,-1.5219342
40.0000000,87.0000000,530.5156695,1093.0113960,0.7041306
31.0000000,50.0000000,565.5117925,982.9363208,0.4006579
119.0000000,120.0000000,394.9136691,1276.8525180,1.0692822
124.0000000,19.0000000,521.2780488,1095.7731707,0.2950702
170.0000000,72.0000000,391.8392857,1291.5505952,0.7790281
18.0000000,136.0000000,464.0429799,1166.6103152,1.0725403
66.0000000,154.0000000,382.4420732,1246.1951220,1.2944222
144.0000000,31.0000000,490.8701299,1164.4233766,0.4410100
82.0000000,123.0000000,428.4498567,1236.7077364,1.0296716
35.0000000,107.0000000,504.9389535,1132.3284884,0.8538544
118.0000000,80.0000000,476.7055394,1206.4227405,0.7539550
113.0000000,128.0000000,395.8914474,1277.9934211,1.0989616
55.0000000,109.0000000,483.5305466,1173.5819936,0.8935887
65.0000000,19.0000000,573.5617978,967.9213483,0.1477823
33.0000000,47.0000000,569.9353100,977.5633423,0.3435977
85.0000000,168.0000000,322.0000000,1286.3643617,1.4258529
65.0000000,48.0000000,545.1738035,1063.2518892,0.4290412
36.0000000,102.0000000,518.8847185,1104.3619303,0.7718052
86.0000000,133.0000000,411.5930233,1247.9534884,1.1112986
119.0000000,152.0000000,314.4495413,1304.9633028,1.3435118
21.0000000,173.0000000,364.1022727,1232.6193182,1.4259078
129.0000000,44.0000000,501.5594059,1150.1386139,0.4856949
112.0000000,109.0000000,436.4816248,1247.5145068,0.9234873
173.0000000,121.0000000,285.2940109,1351.1470054,1.1632274
71.0000000,113.0000000,455.7197802,1210.7527473,0.9513117
111.0000000,158.0000000,307.5598958,1309.4947917,1.3754444
37.0000000,173.0000000,347.8484043,1252.7473404,1.4406021
124.0000000,13.0000000,528.3000000,1081.3902439,0.2457235
123.0000000,87.0000000,459.6020000,1226.4320000,0.7863562
16.0000000,42.0000000,588.0984043,947.7047872,0.2858794
158.0000000,120.0000000,327.0987342,1338.1392405,1.1194260
133.0000000,98.0000000,405.4693069,1279.1980198,0.9502321
43.0000000,130.0000000,454.5387324,1201.3943662,1.0749988
47.0000000,71.0000000,539.7922849,1076.8516320,0.5931799
116.0000000,13.0000000,546.6552567,1047.6821516,0.1948657
141.0000000,27.0000000,500.3265823,1138.9443038,0.3844212
180.0000000,165.0000000,173.1035422,1365.4250681,1.5193784
2.0000000,135.0000000,473.7827381,1142.4851190,1.0569440
165.0000000,98.0000000,357.9511719,1311.2500000,0.9930007
139.0000000,141.0000000,310.9444444,1321.8015873,1.2368809
58.0000000,168.0000000,333.9040698,1273.4273256,1.4107184
50.0000000,115.0000000,473.5161290,1186.3709677,0.9565686
156.0000000,175.0000000,196.5000000,1346.5000000,-1.5695437
37.0000000,8.0000000,505.9203980,1096.7014925,0.6930543
128.0000000,115.0000000,399.2161458,1273.9401042,1.0235898
35.0000000,68.0000000,554.5184211,1030.1631579,0.5093011
27.0000000,177.0000000,367.3909091,1232.0303030,1.4185665
90.0000000,117.0000000,445.9747748,1227.9441441,0.9694880
166.0000000,0.0000000,471.4328358,1167.7338308,0.3263320
65.0000000,29.0000000,560.0094340,1007.2971698,0.2550024
138.0000000,46.0000000,488.5672823,1172.0844327,0.5430836
75.0000000,113.0000000,453.3201220,1217.5091463,0.9480324
86.0000000,65.0000000,515.9505208,1132.8229167,0.6206309
67.0000000,160.0000000,365.6159601,1261.1346633,1.3260340
121.0000000,67.0000000,479.5254692,1184.4879357,0.6772073
73.0000000,119.0000000,449.7414449,1223.7433460,0.9764785
60.0000000,4.0000000,581.2958115,933.4790576,0.0285073
58.0000000,141.0000000,433.3928571,1216.9132653,1.1280777
0.0000000,25.0000000,571.7142857,947.3313492,0.4539775
88.0000000,59.0000000,528.8830549,1096.3747017,0.5202673
71.0000000,17.0000000,573.1742424,978.2095960,0.1479300
62.0000000,117.0000000,476.8882175,1176.7613293,0.9277699
112.0000000,112.0000000,422.8816901,1252.5943662,0.9993800
180.0000000,49.0000000,405.0342205,1287.3022814,0.7026369
172.0000000,8.0000000,447.1636829,1209.8567775,0.4229842
110.0000000,49.0000000,515.7735849,1135.8463612,0.5042041
131.0000000,49.0000000,500.5734072,1163.5955679,0.5320331
115.0000000,43.0000000,521.0227273,1134.0426136,0.4887486
42.0000000,78.0000000,536.5525526,1086.4324324,0.6506980
175.0000000,179.0000000,138.2713178,1360.7674419,-1.4653686
124.0000000,4.0000000,529.1478697,1080.9323308,0.2210772
173.0000000,84.0000000,368.8422713,1315.0820189,0.8774060
30.0000000,166.0000000,375.3917808,1239.4520548,1.3592378
127.0000000,2.0000000,535.1679389,1070.3206107,0.1911594
18.0000000,125.0000000,493.0424929,1133.7025496,0.9556360
93.0000000,60.0000000,528.1232227,1117.8033175,0.5563127
132.0000000,146.0000000,319.8196286,1316.8885942,1.2648504
180.0000000,83.0000000,340.4184615,1328.9723077,0.9382664
92.0000000,7.0000000,565.2969543,989.2131980,0.1100512
96.0000000,41.0000000,540.7331671,1067.4214464,0.3730356
173.0000000,40.0000000,425.5376344,1244.9005376,0.6023912
102.0000000,179.0000000,267.5000000,1304.5000000,1.5411007
152.0000000,74.0000000,426.4937500,1266.0541667,0.8215604
71.0000000,7.0000000,583.4183673,946.7857143,0.0719576
81.0000000,72.0000000,524.0501393,1109.7409471,0.6159612
137.0000000,35.0000000,506.5370370,1142.3915344,0.4388576
166.0000000,118.0000000,317.9764706,1333.0254902,1.1247438
17.0000000,165.0000000,387.7279412,1221.0245098,1.3425638
42.0000000,118.0000000,480.7142857,1159.1279762,0.9561229
168.0000000,72.0000000,400.4650456,1285.1276596,0.8015301
103.0000000,5.0000000,562.8317536,1003.2227488,0.1216277
115.0000000,57.0000000,513.7506562,1135.8582677,0.5380621
118.0000000,3.0000000,547.6473552,1037.2644836,0.1478143
53.0000000,46.0000000,553.8478261,1022.1264822,0.3905509
149.0000000,164.0000000,232.6521739,1350.3043478,1.4617287
46.0000000,54.0000000,558.2367758,1017.5088161,0.4620374
93.0000000,139.0000000,392.3890490,1259.4034582,1.1645964
171.0000000,144.0000000,243.8571429,1351.5472155,1.3420256
18.0000000,140.0000000,453.0054348,1185.4329710,1.1020105
33.0000000,142.0000000,446.5900277,1186.7423823,1.1298858
88.0000000,16.0000000,561.8102190,1007.3163017,0.1738181
11.0000000,148.0000000,455.4882812,1163.6171875,1.1054648
168.0000000,18.0000000,463.2950000,1194.5350000,0.4326596
164.0000000,46.0000000,440.6098191,1229.5891473,0.5789483
59.0000000,71.0000000,526.7087912,1102.2472527,0.6105178
67.0000000,54.0000000,537.8716356,1065.6252588,0.4957531
135.0000000,74.0000000,460.5864979,1225.4831224,0.7526229
106.0000000,147.0000000,350.6189189,1288.3270270,1.2542822
27.0000000,21.0000000,569.7304965,990.1016548,0.4664654
103.0000000,100.0000000,459.5371429,1218.2857143,0.8806332
81.0000000,48.0000000,536.7279236,1079.0334129,0.4557456
21.0000000,141.0000000,462.4761029,1172.9025735,1.1019729
157.0000000,41.0000000,462.9098143,1204.6419098,0.5432021
115.0000000,25.0000000,535.5092348,1082.7757256,0.3033487
127.0000000,75.0000000,475.5652174,1204.8558352,0.7061161
97.0000000,108.0000000,447.3900185,1235.1367837,0.9498400
116.0000000,111.0000000,423.8591954,1252.6408046,0.9866720
150.0000000,147.0000000,277.6641221,1341.5597964,1.3212553
8.0000000,165.0000000,396.1026393,1211.2023460,1.3469764
145.0000000,112.0000000,375.5369318,1296.9744318,1.0458621
14.0000000,21.0000000,544.1096491,991.3969298,0.2959173
167.0000000,67.0000000,419.8278530,1274.8452611,0.7526873
81.0000000,93.0000000,481.2961877,1192.0498534,0.8096123
106.0000000,17.0000000,548.3206651,1044.3942993,0.2189010
51.0000000,180.0000000,335.4359673,1257.5803815,1.4787690
147.0000000,131.0000000,330.6539510,1314.3269755,1.1884304
5.0000000,146.0000000,454.7438795,1167.7363465,1.1116270
91.0000000,36.0000000,551.5639687,1058.6031332,0.3397009
128.0000000,108.0000000,415.9915254,1266.7175141,0.9473905
49.0000000,46.0000000,559.7345538,1007.5514874,0.3680065
51.0000000,90.0000000,524.8845070,1108.5971831,0.6957435
101.0000000,35.0000000,542.5815085,1065.6131387,0.3461533
137.0000000,120.0000000,373.1107784,1291.6167665,1.0544157
105.0000000,171.0000000,279.9227053,1314.2367150,1.4770216
23.0000000,63.0000000,568.7571802,990.9582245,0.4613224
157.0000000,102.0000000,372.9560976,1299.4268293,0.9781696
128.0000000,12.0000000,520.0976744,1094.0186047,0.2628356
0.0000000,14.0000000,570.2581454,950.1077694,0.0966298
82.0000000,135.0000000,417.7260274,1239.4246575,1.1078008
19.0000000,1.0000000,566.6409692,988.7378855,0.4945120
41.0000000,105.0000000,523.0696379,1101.7910864,0.7818757
39.0000000,151.0000000,434.7398119,1190.2727273,1.1683445
112.0000000,53.0000000,516.1223404,1138.6063830,0.5231924
60.0000000,41.0000000,554.1980583,1016.3922330,0.3355052
33.0000000,99.0000000,523.1568047,1097.9733728,0.7491914
175.0000000,99.0000000,334.0066667,1327.8422222,1.0056643
96.0000000,138.0000000,373.3852691,1280.5212465,1.1686428
100.0000000,107.0000000,440.2480769,1240.7538462,0.9492900
143.0000000,28.0000000,497.1600000,1151.4425000,0.4055263
171.0000000,179.0000000,166.5427350,1349.5641026,-1.5359933
6.0000000,28.0000000,481.1873278,1178.0165289,0.8298220
28.0000000,131.0000000,475.4824561,1158.1052632,1.0100679
115.0000000,77.0000000,485.7220844,1188.0496278,0.7210676
146.0000000,46.0000000,474.1876751,1184.4229692,0.5494924
157.0000000,159.0000000,245.9556075,1343.2102804,1.4259271
5.0000000,175.0000000,372.6532663,1216.9447236,1.4254377
97.0000000,121.0000000,428.6327684,1239.8305085,1.0376085
72.0000000,74.0000000,521.6078431,1128.0840336,0.6388656
111.0000000,81.0000000,480.7547170,1183.5579515,0.7345272
88.0000000,68.0000000,513.0662100,1132.6278539,0.6174835
56.0000000,166.0000000,365.5277045,1255.8997361,1.3391320
151.0000000,72.0000000,436.6495726,1250.3817664,0.7549683
46.0000000,175.0000000,338.8593750,1260.9296875,1.4342044
32.0000000,9.0000000,532.9773300,1077.8841310,0.6562416
75.0000000,15.0000000,575.6284289,966.4613466,0.1201643
156.0000000,48.0000000,466.9251497,1217.2005988,0.5901934
43.0000000,101.0000000,503.8044693,1132.7653631,0.8104580
118.0000000,147.0000000,332.6543624,1290.1040268,1.2971635
49.0000000,95.0000000,510.6781915,1126.0877660,0.7778885
28.0000000,90.0000000,534.3401163,1075.1453488,0.7038572
121.0000000,29.0000000,529.3392405,1088.5088608,0.3294034
160.0000000,115.0000000,341.1267606,1320.7183099,1.0643208
180.0000000,99.0000000,312.1852861,1339.2615804,1.0442028
84.0000000,49.0000000,530.6801619,1082.7995951,0.4530636
93.0000000,37.0000000,541.7909091,1061.1727273,0.3582147
113.0000000,174.0000000,280.1119221,1305.2506083,1.4966496
125.0000000,180.0000000,244.0000000,1320.5000000,1.5616357
53.0000000,28.0000000,549.3391304,1056.6413043,0.5237107
68.0000000,123.0000000,470.9408284,1182.8639053,0.9667180
95.0000000,38.0000000,543.2576531,1068.0535714,0.3627880
69.0000000,74.0000000,526.0347594,1110.9598930,0.5998991
172.0000000,145.0000000,238.1820388,1359.5655340,1.3404854
106.0000000,129.0000000,379.1104816,1281.2492918,1.1213204
172.0000000,136.0000000,261.1059730,1348.5568401,1.2580193
8.0000000,27.0000000,595.0000000,1452.0000000,-0.0007164
127.0000000,177.0000000,252.0000000,1315.0000000,1.5461448
72.0000000,23.0000000,550.3732719,1009.8041475,0.2607583
17.0000000,91.0000000,552.0597826,1047.3233696,0.6440084
14.0000000,167.0000000,407.8904494,1196.1797753,1.3151385
115.0000000,17.0000000,537.8588517,1058.2703349,0.2267114
131.0000000,82.0000000,456.7586207,1222.4252874,0.7590076
136.0000000,102.0000000,409.6525424,1266.6843220,0.9149577
60.0000000,159.0000000,362.9181586,1266.8925831,1.3241667
15.0000000,115.0000000,511.7407407,1097.9458689,0.8816111
20.0000000,74.0000000,556.1146667,1014.8800000,0.5532679
0.0000000,67.0000000,570.6142506,954.0442260,0.4538110
135.0000000,169.0000000,249.8532609,1329.4972826,1.4938607
74.0000000,154.0000000,350.6146096,1279.3324937,1.2974898
133.0000000,125.0000000,366.8468208,1292.6618497,1.1176490
175.0000000,111.0000000,309.3578337,1342.2011605,1.0992846
31.0000000,117.0000000,493.0226629,1143.7620397,0.9141593
15.0000000,140.0000000,465.1606061,1157.1000000,1.0667155
65.0000000,57.0000000,545.8620690,1058.3405172,0.4709379
163.0000000,6.0000000,491.9290780,1159.0756501,0.3149150
152.0000000,102.0000000,383.8195266,1294.6508876,0.9604885
56.0000000,123.0000000,452.7780083,1204.8630705,1.0391780
157.0000000,107.0000000,358.4175000,1303.6875000,1.0254941
106.0000000,161.0000000,296.8624709,1312.2284382,1.3937428
119.0000000,178.0000000,247.0000000,1321.5000000,1.5521958
55.0000000,153.0000000,382.0000000,1252.2314540,1.2732971
46.0000000,151.0000000,400.0294118,1239.3986928,1.2365916
142.0000000,21.0000000,505.7234568,1134.5506173,0.3519582
173.0000000,92.0000000,359.0835821,1318.7343284,0.9191551
126.0000000,149.0000000,306.1889764,1319.5721785,1.3016319
57.0000000,21.0000000,575.7964602,964.7300885,0.1780359
37.0000000,31.0000000,577.3718861,929.2775801,0.1818532
52.0000000,15.0000000,584.9952941,913.0400000,0.0815367
66.0000000,44.0000000,551.8954758,1012.5538222,0.3434012
170.0000000,10.0000000,467.1424870,1182.4922280,0.3729776
17.0000000,45.0000000,553.5235849,1041.5235849,0.3845112
23.0000000,13.0000000,581.9780776,867.4991568,0.0618892
58.0000000,19.0000000,581.4195980,937.3065327,0.1421148
52.0000000,100.0000000,509.9695291,1120.1135734,0.7872169
125.0000000,27.0000000,529.9713542,1099.1979167,0.3470848
10.0000000,89.0000000,545.9861878,1040.5580110,0.6535320
40.0000000,6.0000000,588.4803150,883.5748031,0.0162511
57.0000000,158.0000000,393.7226027,1229.4828767,1.2578475
156.0000000,130.0000000,312.3094556,1330.0945559,1.2018723
161.0000000,30.0000000,457.1135135,1210.3378378,0.5088473
5.0000000,73.0000000,567.5159420,1006.4753623,0.5410497
165.0000000,119.0000000,315.9512195,1330.4221388,1.1353712
118.0000000,40.0000000,513.3906250,1125.1744792,0.4464393
66.0000000,36.0000000,567.1240310,1023.5788114,0.3004561
136.0000000,67.0000000,469.9205479,1202.7890411,0.6711524
78.0000000,112.0000000,453.7061611,1224.6232227,0.9907028
153.0000000,69.0000000,438.4437870,1247.8698225,0.7316531
136.0000000,72.0000000,452.3444730,1223.1670951,0.7251425
140.0000000,22.0000000,495.9090909,1131.7777778,0.3729896
9.0000000,82.0000000,553.1711957,1022.2826087,0.6073274
122.0000000,23.0000000,535.5255102,1078.5408163,0.2914144
54.0000000,161.0000000,379.3876404,1247.7528090,1.3118646
2.0000000,58.0000000,572.8806683,939.5059666,0.3993533
81.0000000,78.0000000,515.0535211,1125.6619718,0.6675156
89.0000000,163.0000000,337.8896552,1284.7103448,1.3529055
22.0000000,132.0000000,473.8435583,1156.8251534,1.0198020
1.0000000,80.0000000,560.2402089,997.3890339,0.5723203
23.0000000,178.0000000,376.5447570,1209.5907928,1.4259196
141.0000000,154.0000000,287.7256410,1328.4230769,1.3607012
48.0000000,131.0000000,457.7279550,1205.2326454,1.0393063
83.0000000,9.0000000,566.5288462,982.2980769,0.0984984
88.0000000,111.0000000,460.2484848,1205.6757576,0.8990845
64.0000000,23.0000000,570.5731415,989.0791367,0.1914902
70.0000000,73.0000000,529.7408377,1099.5418848,0.5892616
104.0000000,57.0000000,516.9436997,1127.9946381,0.5523254
49.0000000,69.0000000,543.8037634,1069.6182796,0.5526724
34.0000000,8.0000000,588.6061381,879.5498721,0.0137745
117.0000000,166.0000000,286.9571046,1314.1045576,1.4321996
128.0000000,59.0000000,476.4709141,1192.1357341,0.6261523
162.0000000,65.0000000,425.6455331,1257.5389049,0.7166579
128.0000000,20.0000000,523.0329949,1099.5862944,0.3066403
152.0000000,94.0000000,403.3601108,1282.6897507,0.8982149
34.0000000,13.0000000,582.2018141,937.3492063,0.0946791
108.0000000,151.0000000,344.9356436,1289.6584158,1.2793383
150.0000000,103.0000000,377.7175732,1295.9581590,1.0026966
35.0000000,144.0000000,433.6245955,1205.5145631,1.1585300
168.0000000,118.0000000,310.1448141,1336.3992172,1.1387719
165.0000000,93.0000000,354.9849850,1316.4054054,0.9620143
160.0000000,34.0000000,447.9238579,1222.1979695,0.5437927
172.0000000,86.0000000,371.9771429,1310.3000000,0.8791053
71.0000000,97.0000000,479.4314869,1178.8396501,0.8422828
141.0000000,142.0000000,308.3529412,1317.7401961,1.2766766
116.0000000,76.0000000,468.2885572,1207.4129353,0.7467473
10.0000000,145.0000000,456.3954802,1174.7419962,1.1062242
89.0000000,47.0000000,536.7178503,1074.4760077,0.4445934
78.0000000,120.0000000,455.5501520,1208.5471125,0.9618883
31.0000000,53.0000000,574.5550000,989.5975000,0.4008799
19.0000000,78.0000000,557.5940860,1018.5268817,0.5503387
91.0000000,95.0000000,479.9679300,1181.7142857,0.8232953
2.0000000,31.0000000,589.4617169,855.1832947,0.1343549
79.0000000,164.0000000,345.9152941,1277.0470588,1.3474290
61.0000000,131.0000000,433.2583732,1223.2464115,1.1069194
175.0000000,34.0000000,437.6666667,1243.3515152,0.5520398
149.0000000,21.0000000,489.2440087,1149.9912854,0.3814593
80.0000000,84.0000000,494.3132184,1170.9655172,0.7382751
6.0000000,170.0000000,399.6204986,1201.8421053,1.3387370
75.0000000,165.0000000,344.0688705,1269.7548209,1.4040021
172.0000000,47.0000000,416.8351351,1258.7432432,0.6511864
72.0000000,32.0000000,557.0246305,1026.0221675,0.2913433
64.0000000,3.0000000,581.4222222,931.4972222,0.0353983
40.0000000,25.0000000,578.7947598,935.7445415,0.1545412
77.0000000,18.0000000,571.8042959,977.5322196,0.1712414
82.0000000,160.0000000,360.1823056,1267.4798928,1.3247318
47.0000000,60.0000000,551.6955381,1047.1863517,0.4994259
37.0000000,143.0000000,450.7209776,1187.3910387,1.0894636
169.0000000,117.0000000,313.2235772,1338.0853659,1.1332427
78.0000000,63.0000000,537.7736626,1107.7325103,0.5254801
142.0000000,156.0000000,280.7647059,1332.5882353,1.3547383
129.0000000,123.0000000,365.0615836,1303.4750733,1.1035676
72.0000000,136.0000000,410.1107955,1244.2357955,1.1100628
100.0000000,17.0000000,554.2149758,1032.8236715,0.1934057
19.0000000,34.0000000,578.3472222,908.8154762,0.1845521
53.0000000,39.0000000,567.2400000,971.4266667,0.2861272
60.0000000,165.0000000,377.9000000,1242.5416667,1.3378316
39.0000000,137.0000000,453.1703704,1188.0592593,1.0758954
48.0000000,65.0000000,547.7590674,1049.7020725,0.5280295
136.0000000,168.0000000,250.4414169,1331.5640327,1.4519625
15.0000000,178.0000000,358.5710526,1232.1236842,1.4519322
121.0000000,128.0000000,385.5178571,1280.6488095,1.1165939
92.0000000,64.0000000,513.8923679,1130.9863014,0.5786957
176.0000000,126.0000000,273.4953052,1350.8849765,1.1921025
92.0000000,85.0000000,484.8575851,1172.7987616,0.7405638
129.0000000,149.0000000,324.7685460,1314.9584570,1.2763259
127.0000000,115.0000000,387.7661290,1279.4489247,1.0456934
73.0000000,15.0000000,571.0169492,965.2566586,0.1074754
2.0000000,34.0000000,587.1532847,866.6496350,0.1426709
153.0000000,75.0000000,437.4971264,1250.6235632,0.7449867
170.0000000,24.0000000,446.4153439,1217.3756614,0.4871629
108.0000000,141.0000000,363.4742991,1281.5070093,1.1909190
117.0000000,77.0000000,473.9517426,1203.7533512,0.7509149
52.0000000,171.0000000,350.5660848,1257.5286783,1.4052655
123.0000000,0.0000000,537.0179949,1056.4344473,0.1597195
144.0000000,54.0000000,474.5380577,1191.9160105,0.5619705
105.0000000,27.0000000,541.4447236,1062.9346734,0.2904827
7.0000000,6.0000000,590.0000000,905.0000000,0.0098223
135.0000000,161.0000000,270.4878049,1327.8682927,1.4199906
161.0000000,28.0000000,457.2416107,1206.1991051,0.5036313
91.0000000,121.0000000,422.4983819,1238.4854369,1.0141118
116.0000000,20.0000000,533.3488943,1073.7321867,0.2773949
161.0000000,134.0000000,298.7900677,1339.8961625,1.2172448
40.0000000,95.0000000,517.3457143,1117.1057143,0.7727576
60.0000000,70.0000000,537.7958115,1080.2015707,0.5965938
35.0000000,131.0000000,470.6360856,1169.4831804,1.0151018
88.0000000,105.0000000,467.5213415,1201.4603659,0.9162417
25.0000000,73.0000000,553.3061224,1024.0765306,0.5526090
95.0000000,150.0000000,355.8392857,1286.1479592,1.2577158
162.0000000,96.0000000,373.7202268,1304.5444234,0.9557483
113.0000000,26.0000000,535.1348039,1075.5710784,0.3013810
67.0000000,47.0000000,550.1404358,1048.9661017,0.3878404
167.0000000,34.0000000,452.0142045,1215.4886364,0.5273257
56.0000000,34.0000000,557.2538330,996.2214651,0.2957812
117.0000000,84.0000000,471.5654102,1210.0931264,0.7733470
155.0000000,61.0000000,450.1891892,1240.9849850,0.6871845
2.0000000,138.0000000,475.4245283,1139.2264151,1.0479318
32.0000000,152.0000000,432.9820896,1191.3402985,1.1926071
17.0000000,130.0000000,481.8092643,1142.3869210,1.0146014
63.0000000,11.0000000,579.7054455,942.5990099,0.0752339
36.0000000,178.0000000,358.0000000,1233.3527919,1.4408505
55.0000000,66.0000000,540.4010840,1073.9783198,0.5564472
134.0000000,33.0000000,508.1167109,1130.3183024,0.3979032
32.0000000,148.0000000,435.1239437,1201.9098592,1.1567925
132.0000000,35.0000000,508.2301587,1134.8015873,0.4212109
67.0000000,53.0000000,544.9780488,1070.9853659,0.4424306
134.0000000,103.0000000,405.8518519,1265.6274510,0.9366177
156.0000000,47.0000000,454.8614130,1221.1494565,0.5927120
26.0000000,27.0000000,562.0115741,1022.0231481,0.2445545
141.0000000,69.0000000,461.6638116,1224.0556745,0.7131396
31.0000000,171.0000000,364.9040404,1240.3282828,1.3865520
123.0000000,157.0000000,304.2371134,1306.1814433,1.3737054
90.0000000,102.0000000,461.5312500,1210.1079545,0.8878538
95.0000000,13.0000000,558.3650386,1017.6298201,0.1597697
69.0000000,7.0000000,576.4348894,950.2211302,0.0586398
160.0000000,133.0000000,294.2958904,1339.6602740,1.2042265
138.0000000,24.0000000,493.3311258,1151.6777042,0.3999651
137.0000000,161.0000000,270.8280098,1329.7616708,1.4120774
112.0000000,7.0000000,541.1840491,1054.6830266,0.1830109
123.0000000,157.0000000,312.5225653,1301.8978622,1.3384772
159.0000000,146.0000000,264.3802469,1340.9679012,1.3505560
118.0000000,173.0000000,248.5558376,1323.6573604,1.5142064
79.0000000,122.0000000,432.2869822,1228.1804734,1.0490189
115.0000000,43.0000000,512.8263158,1115.4131579,0.4473267
141.0000000,11.0000000,513.1809045,1109.4798995,0.2796664
141.0000000,146.0000000,314.4654255,1319.0345745,1.2734079
133.0000000,65.0000000,457.9414226,1214.3702929,0.6995613
180.0000000,176.0000000,144.5678571,1365.6464286,-1.5274328
152.0000000,124.0000000,312.7178771,1329.5782123,1.1916906
120.0000000,53.0000000,503.3252688,1156.6881720,0.5511742
172.0000000,39.0000000,435.5464481,1244.8087432,0.5846069
152.0000000,23.0000000,481.2519481,1168.2389610,0.4225053
42.0000000,167.0000000,373.4850136,1238.6566757,1.3603380
62.0000000,148.0000000,401.6135693,1231.8849558,1.2292999
25.0000000,45.0000000,571.2665148,956.9589977,0.3290963
156.0000000,166.0000000,221.4169096,1355.3323615,1.4551417
170.0000000,136.0000000,259.9710468,1352.5946548,1.2831626
132.0000000,11.0000000,516.7608696,1107.5531401,0.2798210
5.0000000,129.0000000,493.8830769,1121.6430769,0.9579201
0.0000000,75.0000000,561.1627907,992.0051680,0.5470435
82.0000000,85.0000000,504.8556150,1142.6684492,0.7179674
67.0000000,100.0000000,498.1108374,1164.3152709,0.7981920
59.0000000,15.0000000,575.1811594,955.7125604,0.1079453
57.0000000,106.0000000,499.4659401,1149.7084469,0.8233772
69.0000000,143.0000000,414.7430939,1231.0718232,1.1518469
134.0000000,30.0000000,503.8450000,1133.1450000,0.3952281
181.0000000,170.0000000,162.9955947,1361.6651982,1.5512458
151.0000000,116.0000000,335.2033493,1316.9282297,1.1272146
100.0000000,76.0000000,492.7457143,1169.5428571,0.7165452
