angle0, angle1, x, y, theta
76.0000000,141.0000000,387.4496124,1242.3372093,1.1798054
68.0000000,85.0000000,504.5479042,1146.1257485,0.7601134
27.0000000,5.0000000,593.5524476,842.9615385,-0.0111145
49.0000000,29.0000000,585.8278302,932.9858491,0.1809528
85.0000000,164.0000000,341.4861111,1270.4500000,1.3787925
56.0000000,172.0000000,342.3361345,1256.3137255,1.4403833
130.0000000,19.0000000,518.4076923,1101.9974359,0.3168949
134.0000000,64.0000000,475.3764368,1191.7844828,0.6377316
156.0000000,65.0000000,438.6245847,1245.4485050,0.7132841
114.0000000,94.0000000,442.7096019,1232.5409836,0.9045333
47.0000000,5.0000000,591.5918367,886.0306122,0.0244117
139.0000000,146.0000000,303.8233696,1315.6739130,1.2985437
28.0000000,77.0000000,552.2572254,1035.5780347,0.6072803
160.0000000,116.0000000,332.3411458,1314.3541667,1.1167584
136.0000000,67.0000000,461.7089783,1221.6749226,0.7098517
132.0000000,128.0000000,358.5169231,1290.5784615,1.1293441
173.0000000,144.0000000,234.0025641,1353.2948718,1.3631125
44.0000000,132.0000000,450.5948553,1193.5466238,1.0865107
99.0000000,51.0000000,526.3333333,1102.7107438,0.4969521
69.0000000,72.0000000,530.7709360,1105.9926108,0.5900260
10.0000000,132.0000000,489.5673981,1134.9435737,1.0110388
142.0000000,41.0000000,493.4904110,1161.6465753,0.4937601
89.0000000,29.0000000,555.0652174,1036.9106280,0.2851083
81.0000000,43.0000000,552.4643799,1053.7651715,0.3689495
7.0000000,83.0000000,558.4986150,1014.7534626,0.6104717
173.0000000,149.0000000,224.4246231,1348.4045226,1.4019897
119.0000000,112.0000000,401.2599278,1261.5631769,1.0248888
83.0000000,48.0000000,544.8314351,1071.1640091,0.4446361
83.0000000,115.0000000,462.7867868,1209.1831832,0.9574636
21.0000000,86.0000000,549.9202279,1048.2564103,0.6514179
140.0000000,4.0000000,527.5012853,1088.7969152,0.2227126
137.0000000,67.0000000,471.4451220,1205.3384146,0.6676673
161.0000000,174.0000000,199.5000000,1345.5000000,-1.5439050
136.0000000,79.0000000,436.0728477,1243.9072848,0.8515764
138.0000000,36.0000000,493.4353933,1160.1264045,0.4790901
60.0000000,77.0000000,525.5630499,1101.6451613,0.6526152
111.0000000,179.0000000,260.5000000,1305.5000000,1.5650850
1.0000000,131.0000000,493.6724638,1118.7710145,1.0078587
43.0000000,10.0000000,586.6936937,951.3648649,0.2365591
142.0000000,118.0000000,364.3311475,1299.1475410,1.0513288
92.0000000,47.0000000,535.5778364,1091.1503958,0.4658324
132.0000000,39.0000000,510.2207447,1137.9255319,0.4528690
151.0000000,96.0000000,395.4589666,1280.6322188,0.9201323
8.0000000,23.0000000,569.9640288,973.4772182,0.2056547
3.0000000,91.0000000,554.4628099,1018.2286501,0.6588486
77.0000000,59.0000000,542.2759563,1077.8333333,0.5277346
135.0000000,25.0000000,513.9225000,1111.8425000,0.3573689
2.0000000,41.0000000,582.3340757,955.7661470,0.2992157
1.0000000,71.0000000,570.6250000,964.6901042,0.4992648
9.0000000,141.0000000,492.1103896,1126.5941558,1.0390535
143.0000000,85.0000000,434.6050096,1252.7533719,0.8369457
123.0000000,105.0000000,418.4256055,1249.2491349,0.9386354
153.0000000,70.0000000,437.9085366,1246.6676829,0.7516628
4.0000000,15.0000000,574.5429975,982.7813268,0.1427139
153.0000000,161.0000000,242.6384181,1337.6355932,1.4366173
17.0000000,37.0000000,606.7851240,1439.4710744,1.3582385
14.0000000,165.0000000,416.7975078,1187.2056075,1.3104371
76.0000000,85.0000000,507.2527473,1140.6950549,0.7409126
49.0000000,16.0000000,589.8212435,927.4145078,0.1037765
85.0000000,130.0000000,423.5739645,1232.1449704,1.0571223
91.0000000,133.0000000,410.3698225,1249.5177515,1.1059086
32.0000000,165.0000000,383.7027864,1221.8761610,1.3403557
155.0000000,56.0000000,451.1377246,1220.4401198,0.6484402
137.0000000,117.0000000,378.3333333,1285.8396226,1.0450098
75.0000000,178.0000000,294.4833948,1288.2878229,1.5270514
174.0000000,17.0000000,444.5286104,1216.8256131,0.4756829
121.0000000,44.0000000,511.8176796,1134.6325967,0.4729799
21.0000000,31.0000000,596.3549223,937.5673575,0.2312738
12.0000000,36.0000000,589.0217918,905.2445521,0.2248328
178.0000000,162.0000000,173.9859813,1352.4953271,1.5398455
94.0000000,11.0000000,568.2532982,1007.3298153,0.1605184
146.0000000,47.0000000,477.9222222,1185.9000000,0.5537743
116.0000000,67.0000000,490.7305389,1178.9640719,0.6548507
11.0000000,18.0000000,588.4806378,916.0660592,0.1120942
64.0000000,155.0000000,398.0900901,1226.1681682,1.2532847
151.0000000,11.0000000,502.7512195,1144.3756098,0.3345335
104.0000000,97.0000000,462.5636943,1214.6847134,0.8597770
52.0000000,151.0000000,406.5186246,1228.1260745,1.2218587
179.0000000,146.0000000,221.4743590,1356.5025641,1.3622197
44.0000000,101.0000000,511.6480938,1127.0234604,0.8014564
161.0000000,73.0000000,421.3014440,1264.0776173,0.7849141
2.0000000,115.0000000,523.1176471,1081.5490196,0.8632974
140.0000000,31.0000000,507.8232190,1134.7071240,0.4138741
63.0000000,38.0000000,564.1567164,1014.0049751,0.3224764
165.0000000,28.0000000,462.7552632,1195.6078947,0.4869114
86.0000000,177.0000000,296.0541401,1276.4299363,1.5201240
35.0000000,116.0000000,501.2164948,1131.2989691,0.9196989
171.0000000,128.0000000,285.1131579,1338.0000000,1.2144379
162.0000000,6.0000000,466.9892473,1182.1451613,0.3848241
102.0000000,54.0000000,518.7344173,1121.5230352,0.5317816
11.0000000,33.0000000,587.8060046,893.6374134,0.2109980
14.0000000,89.0000000,554.2339181,1023.8538012,0.6556596
11.0000000,21.0000000,591.4549550,869.1576577,0.1255813
51.0000000,141.0000000,443.7619048,1201.6101190,1.1312546
144.0000000,22.0000000,503.2838875,1138.3554987,0.3831748
0.0000000,140.0000000,479.1072555,1132.2555205,1.0565169
117.0000000,65.0000000,492.8532609,1160.3913043,0.6501170
73.0000000,87.0000000,508.0542169,1151.5451807,0.7248253
175.0000000,19.0000000,450.0741758,1210.5659341,0.4742059
115.0000000,143.0000000,352.4567568,1283.9216216,1.2343602
17.0000000,45.0000000,588.4300000,917.5200000,0.3249904
65.0000000,122.0000000,470.5586420,1189.1697531,0.9852790
6.0000000,138.0000000,477.6645963,1139.9192547,1.0587144
139.0000000,9.0000000,520.8939759,1094.1060241,0.2711429
154.0000000,104.0000000,380.0775862,1290.5452586,0.9939093
127.0000000,150.0000000,312.2324930,1311.5518207,1.3071065
75.0000000,38.0000000,557.6907731,1029.8703242,0.3496239
75.0000000,146.0000000,402.0411392,1236.9303797,1.1966839
56.0000000,37.0000000,567.5264550,995.8439153,0.3276609
172.0000000,150.0000000,226.3578947,1354.2289474,1.3626930
151.0000000,163.0000000,223.0171429,1336.4885714,1.4561346
77.0000000,107.0000000,473.4188312,1193.4480519,0.9120327
132.0000000,69.0000000,478.0324324,1194.9702703,0.6827938
105.0000000,107.0000000,450.0341365,1228.5983936,0.9343115
115.0000000,8.0000000,548.3460621,1045.2267303,0.1934088
168.0000000,148.0000000,247.0976864,1345.4113111,1.3523365
58.0000000,63.0000000,550.8053333,1051.8320000,0.5257088
131.0000000,173.0000000,247.9692737,1319.5949721,1.5286570
125.0000000,169.0000000,252.4015957,1317.4441489,1.5147833
21.0000000,59.0000000,575.8940568,954.1214470,0.4215827
172.0000000,147.0000000,238.9090909,1349.3903743,1.3717690
170.0000000,102.0000000,326.1981707,1326.6341463,1.0450307
2.0000000,156.0000000,439.0418251,1186.1977186,1.2535307
180.0000000,85.0000000,354.5316456,1312.3227848,0.9124302
153.0000000,82.0000000,407.1543408,1269.3633441,0.8438484
85.0000000,135.0000000,400.1957831,1253.3644578,1.1277007
43.0000000,54.0000000,570.4947644,1009.4607330,0.4361652
152.0000000,84.0000000,426.2016807,1261.9495798,0.8221882
140.0000000,46.0000000,478.9426934,1177.1833811,0.5515455
51.0000000,164.0000000,375.5256065,1238.2291105,1.3437465
149.0000000,174.0000000,223.5000000,1329.0000000,1.5570644
88.0000000,40.0000000,542.4688279,1061.3965087,0.3860919
139.0000000,152.0000000,298.4540230,1319.2873563,1.3300304
181.0000000,157.0000000,192.1835294,1357.6894118,1.4714591
158.0000000,152.0000000,233.8857868,1342.8375635,1.4077838
18.0000000,52.0000000,573.9587379,983.2378641,0.3817399
11.0000000,50.0000000,583.2789598,922.5791962,0.3218511
107.0000000,181.0000000,256.5000000,1304.0000000,-1.5700132
0.0000000,93.0000000,553.7226891,1011.1512605,0.6731506
38.0000000,131.0000000,477.7993528,1159.4368932,1.0143459
92.0000000,46.0000000,540.4791155,1077.1867322,0.4349461
69.0000000,17.0000000,578.2305825,960.6796117,0.1385725
26.0000000,170.0000000,393.0422961,1206.3776435,1.3668989
102.0000000,20.0000000,551.8203883,1040.9951456,0.2393862
28.0000000,58.0000000,570.3350384,992.9053708,0.4304507
37.0000000,69.0000000,558.7090909,1022.7194805,0.5156144
97.0000000,157.0000000,333.0526316,1288.4819945,1.3406323
0.0000000,171.0000000,396.0138889,1194.7611111,1.3809640
145.0000000,124.0000000,351.0121212,1300.5878788,1.1303386
100.0000000,164.0000000,307.0124611,1304.3302181,1.4022051
105.0000000,73.0000000,492.0062893,1173.2295597,0.6896531
95.0000000,23.0000000,555.6895674,1041.1246819,0.2536445
102.0000000,171.0000000,300.9587021,1292.5516224,1.4571168
112.0000000,80.0000000,474.5290698,1198.8255814,0.7660820
88.0000000,9.0000000,572.8697917,992.4088542,0.1296276
110.0000000,109.0000000,441.3225108,1234.2337662,0.9255289
137.0000000,123.0000000,362.8927536,1296.7014493,1.1083613
88.0000000,69.0000000,522.7126761,1132.8591549,0.6342893
64.0000000,29.0000000,570.0400000,977.3700000,0.2461684
177.0000000,65.0000000,389.3720930,1289.2823920,0.7897980
157.0000000,149.0000000,259.8659218,1339.7122905,1.3565604
107.0000000,13.0000000,553.0874036,1033.6683805,0.1962289
41.0000000,72.0000000,549.2824207,1048.1037464,0.5681716
54.0000000,109.0000000,501.5650888,1141.2899408,0.8637580
147.0000000,72.0000000,448.5687500,1232.4281250,0.7529232
181.0000000,116.0000000,284.9268868,1344.1250000,1.1326542
162.0000000,160.0000000,214.9153005,1344.5519126,1.4593924
159.0000000,136.0000000,270.8869565,1337.5855072,1.2972999
60.0000000,10.0000000,585.1235431,919.6876457,0.0817712
98.0000000,38.0000000,547.1897810,1050.2579075,0.3417304
35.0000000,133.0000000,470.2901235,1166.4259259,1.0391136
139.0000000,109.0000000,392.4258065,1269.4032258,1.0111262
141.0000000,102.0000000,402.1164179,1270.7253731,0.9856975
88.0000000,180.0000000,281.4489796,1292.6224490,1.5374384
4.0000000,85.0000000,562.0171429,995.0800000,0.6072553
38.0000000,43.0000000,579.0078329,951.8590078,0.3101722
132.0000000,21.0000000,527.1391753,1092.3556701,0.2981626
23.0000000,30.0000000,582.2444444,949.8200000,0.2054668
105.0000000,32.0000000,545.7744361,1060.7268170,0.3436071
44.0000000,28.0000000,581.2163462,950.0625000,0.2089919
9.0000000,132.0000000,499.4730159,1118.1142857,0.9851521
79.0000000,38.0000000,551.7714932,1032.2194570,0.3543812
60.0000000,51.0000000,562.8746803,1030.4603581,0.4107225
6.0000000,164.0000000,425.5238095,1177.1071429,1.2800739
47.0000000,58.0000000,561.5094340,1027.4177898,0.4803599
170.0000000,133.0000000,275.0426065,1337.5864662,1.2431199
101.0000000,180.0000000,254.5000000,1309.5000000,1.5631544
21.0000000,127.0000000,493.1960227,1135.0539773,0.9818888
181.0000000,117.0000000,286.2207792,1339.6207792,1.1417320
70.0000000,110.0000000,474.2169811,1190.7012579,0.9033390
133.0000000,165.0000000,266.3458445,1319.9812332,1.4419034
17.0000000,125.0000000,496.2483871,1135.3612903,0.9726431
68.0000000,47.0000000,557.8552339,1028.7839644,0.3895550
177.0000000,177.0000000,148.0000000,1352.0000000,-1.5419684
36.0000000,23.0000000,491.7570093,1144.6495327,0.7656585
99.0000000,127.0000000,421.5240964,1233.7349398,1.0362960
63.0000000,59.0000000,551.3636364,1053.5133690,0.5005401
154.0000000,146.0000000,277.9447115,1330.5456731,1.2815682
87.0000000,19.0000000,563.8481013,1005.2151899,0.1831631
161.0000000,101.0000000,364.0536913,1301.8422819,0.9585741
22.0000000,57.0000000,571.6956522,1015.8717391,0.4281847
167.0000000,146.0000000,249.2507042,1348.4056338,1.3596278
7.0000000,159.0000000,418.4473684,1188.0116959,1.2810665
14.0000000,86.0000000,555.4380165,1031.5509642,0.6537506
25.0000000,108.0000000,525.9588608,1090.6740506,0.8039226
146.0000000,59.0000000,470.2052023,1202.3583815,0.6314434
181.0000000,90.0000000,341.2258065,1319.8064516,0.9442208
141.0000000,6.0000000,520.4764398,1107.9895288,0.2674397
148.0000000,180.0000000,214.0958904,1331.3945205,-1.5382567
97.0000000,91.0000000,480.5928339,1189.7003257,0.8199062
85.0000000,27.0000000,582.0058651,1024.2199413,0.2697445
129.0000000,125.0000000,385.1329305,1276.5377644,1.0837007
143.0000000,64.0000000,462.0155763,1218.3644860,0.6950664
78.0000000,45.0000000,554.0967742,1055.5430108,0.4093388
11.0000000,177.0000000,385.6548673,1201.6784661,1.4091113
32.0000000,36.0000000,553.5669291,1058.5800525,0.6349099
100.0000000,144.0000000,372.7828571,1272.6971429,1.1922584
174.0000000,131.0000000,272.9723618,1342.9346734,1.2512738
112.0000000,140.0000000,357.1238390,1285.3684211,1.1903470
93.0000000,78.0000000,503.3700306,1159.4923547,0.7097900
5.0000000,56.0000000,579.8140097,927.1932367,0.3565802
90.0000000,173.0000000,302.9389068,1279.8713826,1.4554814
141.0000000,30.0000000,498.2981030,1150.0840108,0.4294854
96.0000000,19.0000000,557.5930521,1021.9900744,0.2080102
12.0000000,114.0000000,521.9006211,1084.9720497,0.8415970
169.0000000,57.0000000,424.8125000,1255.6250000,0.6997727
79.0000000,104.0000000,469.3032258,1194.6741935,0.8888626
21.0000000,120.0000000,503.3053892,1124.1616766,0.9209993
155.0000000,113.0000000,356.5926966,1301.8960674,1.0741547
108.0000000,117.0000000,416.8243626,1254.2577904,1.0086159
46.0000000,69.0000000,554.2169312,1047.4814815,0.5419208
117.0000000,4.0000000,554.8470874,1023.3058252,0.1448157
48.0000000,30.0000000,581.1051345,959.0953545,0.2140992
2.0000000,62.0000000,577.0356295,946.4275534,0.4267877
76.0000000,130.0000000,432.6388889,1235.1840278,1.0766300
18.0000000,118.0000000,506.6613924,1121.0664557,0.9101156
34.0000000,48.0000000,570.5245098,974.7867647,0.3727790
20.0000000,84.0000000,553.1139601,1035.6752137,0.6123083
20.0000000,149.0000000,454.3925234,1167.5545171,1.1484845
9.0000000,72.0000000,568.7741047,995.5013774,0.5378734
18.0000000,179.0000000,384.9285714,1196.8114286,1.4202910
35.0000000,45.0000000,557.8738095,1051.6523810,0.5865133
152.0000000,130.0000000,327.1946667,1309.7733333,1.1619693
170.0000000,35.0000000,432.8542274,1237.0903790,0.5846813
158.0000000,84.0000000,398.2151515,1281.0878788,0.8495018
116.0000000,128.0000000,373.3876923,1279.9323077,1.1189474
12.0000000,108.0000000,521.6220238,1088.7976190,0.8324242
143.0000000,139.0000000,319.4956012,1309.8475073,1.2535556
76.0000000,103.0000000,476.6990881,1187.8480243,0.8840760
95.0000000,113.0000000,450.3700190,1225.2542694,0.9495762
170.0000000,181.0000000,149.4428152,1350.8211144,-1.5049702
175.0000000,53.0000000,389.7190332,1279.9214502,0.7356590
161.0000000,103.0000000,345.9819277,1308.2981928,1.0075434
13.0000000,109.0000000,522.0639535,1091.1831395,0.8372324
23.0000000,129.0000000,489.1069364,1133.4566474,0.9838656
152.0000000,150.0000000,277.9171123,1325.1951872,1.3494043
90.0000000,80.0000000,498.8337950,1150.6343490,0.7273252
147.0000000,0.0000000,510.1532258,1104.7768817,0.2473778
132.0000000,0.0000000,531.0500000,1072.9000000,0.1953650
60.0000000,92.0000000,516.6902655,1135.6017699,0.7555249
175.0000000,56.0000000,413.0963855,1273.9337349,0.7303172
64.0000000,109.0000000,477.7347670,1182.7598566,0.9139936
11.0000000,13.0000000,582.5882353,922.2832244,0.3655239
123.0000000,96.0000000,444.8343816,1237.5241090,0.9131770
29.0000000,9.0000000,596.5104167,853.0104167,0.0193118
161.0000000,70.0000000,426.8013393,1256.0714286,0.7920004
55.0000000,9.0000000,586.7276995,911.6525822,0.0478278
1.0000000,139.0000000,489.7063712,1116.4515235,1.0393242
11.0000000,169.0000000,412.9658385,1182.7515528,1.3311511
171.0000000,18.0000000,458.7849741,1195.0466321,0.4506001
31.0000000,170.0000000,377.1299094,1229.1450151,1.3705830
168.0000000,51.0000000,433.7515723,1244.0125786,0.6608840
54.0000000,170.0000000,345.7542373,1253.9519774,1.4174672
102.0000000,143.0000000,370.1750742,1268.6468843,1.2382409
134.0000000,9.0000000,524.2005076,1093.6472081,0.2647096
83.0000000,112.0000000,460.3277027,1204.7128378,0.9269203
87.0000000,111.0000000,459.5946844,1204.9036545,0.9273471
163.0000000,144.0000000,264.6149584,1337.8864266,1.3324637
57.0000000,112.0000000,479.7266667,1172.5333333,0.9235645
128.0000000,6.0000000,529.3898734,1063.5696203,0.2168682
167.0000000,22.0000000,461.6617211,1188.5608309,0.4552770
32.0000000,172.0000000,371.7597765,1225.7067039,1.3979583
171.0000000,50.0000000,430.0381232,1250.9824047,0.6662389
